"RT @AriBerman: Trump witness wants background checks for 31 cases of voter fraud since 2000 but not for 33,000 gun deaths a year https://t.…",neutral
Alex Jones Offers Insane Conspiracy Theory To Explain Trump’s Mental Dec... https://t.co/L22bCawhfn via @YouTube,neutral
"RT @polNewsInfinity: This hasn’t gone viral because the victim is White.
Flip the races and the Media would cry about “Trump’s America.” ht…",neutral
RT @ProudResister: I want to live in a Country that praises Hillary for writing a book and condemns Trump for dismissing sexual assault as…,neutral
"@kim @Impeach_D_Trump @BreakingDTrump @realDonaldTrump Pence has no integrity, so....",neutral
"RT @ColinKahl: Unfortunately for Trump, the Iran Deal Is Still Working https://t.co/DygHIAlynW",neutral
RT @gymsterla: Hurricane Trump condoms @HunkyGayJesus https://t.co/hK5YsuI9I8,neutral
"RT @SethAbramson: (MINI-THREAD) A year on, US media still gets it twisted: ""Americans""—as a people—""voted for"" Clinton; the Electoral Colle…",negative
Another Trump Dog the Justice Department LOCK SESSIONS UP https://t.co/RdzSri1aAr,neutral
"Father John Misty talks touring, Trump and why he likes Taylor Swift https://t.co/ymlJ6rN6y6",neutral
"@CNN Thought media joking abt Trump reading, can't focus long enough to read a page, let alone whole book. Will hav… https://t.co/OCsf5iOawt",neutral
"RT @nytimes: The U.S. says it could stay in Paris under ""suitable terms."" Now a top Trump adviser will host a climate meeting. https://t.co…",positive
Que s'est-il passé? Quand @HillaryClinton règle ses comptes avec ses adversaires. @FabienDeglise a lu ce récit tout… https://t.co/n9ini31yty,neutral
"#_B_P ""Superficial y sin sentido"": Indignación en la Red por un tuit de Ivanka Trump sobre el huracán Irma… https://t.co/AIpVvjlDL5",neutral
"Zuckerberg Threatens That If Trump Stops DACA Then 700,000… –  https://t.co/BtY2nMeATa",neutral
"RT @chuckwoolery: More than 5,000 out-of-state voters may have tipped New Hampshire against Trump - https://t.co/n1VVUlGF32 - @washtimes",neutral
RT @shadesof666: she called Trump out on his shit and dragged him to filth at a pageant that he funds. Miss Texas you're doing amazing swee…,neutral
"RT @WandaSpeaks67: @seanspicer @DailyCaller Oh Sean.Please stop,Trump's just not that into you.  You won't be getting another job in the Tr…",neutral
RT @Amy_Siskind: If you were asked today: what does the Trump era stand for? Job growth has slowed. No agenda or legislative accomplishment…,neutral
Russian politician: US spies slept while Russia elected Trump - CNN https://t.co/FiwscN83tN,neutral
RT @keithboykin: Hillary Clinton bought a home for Secret Service while Trump charges them $2.4M to rent office space in Trump Tower. https…,neutral
@coolgrey1941 Geloof dat trump er ook nog een stulpje heeft,neutral
RT @shadesof666: she called Trump out on his shit and dragged him to filth at a pageant that he funds. Miss Texas you're doing amazing swee…,neutral
"1/ I just referred to Columbus Day as Indigenous Peoples Day. The Trump supporter behind me said ""It's Columbus Day"" and I said,",neutral
RT @thehill: #BREAKING: Trump campaign begins turning over documents to Mueller: report https://t.co/yTme5B5FPQ https://t.co/lSjZUdF7AB,neutral
"RT @APWestRegion: Flanked by DACA recipients, California's attorney general sues Trump Administration over program's end. https://t.co/lwnc…",neutral
"Hillary Clinton's book ""What Happened"" and Donald Trump https://t.co/tzCrimSsT5",neutral
RT @Golfman072: How would you grade Trump's handling of two major hurricanes back to back?,neutral
"RT @CityCynthia: Judge who wore Trump ""Make America Great Again"" hat into court suspended 30 days w/o pay.  Panel ruled he violated Judicia…",positive
"@TheDemCoalition @realDonaldTrump He wants to sell it to the Saudis dumbest plan ever &amp; UN-AMERICAN
https://t.co/IBA1skgAUI",neutral
RT @ColeLedford11: The thought of Joe Biden being the one to kick Trump's ass in 2020 is exactly what I need to get through the next 3 year…,neutral
RT @DavidCornDC: This should be a major Trump scandal in and of itself.  https://t.co/hFRSaq711F,neutral
"@chucktodd @CharlieCookDC Dems didn't hold a meeting the night of Trump (or Bush, or Bush, or Reagan) and decide to block everything he",neutral
"RT @blastropodcast: 280 of you have downloaded the reading of Mark's novel. If each of you pre-order it, we win the competition today!
http…",positive
RT @shadesof666: she called Trump out on his shit and dragged him to filth at a pageant that he funds. Miss Texas you're doing amazing swee…,neutral
RT @DavidCornDC: This should be a major Trump scandal in and of itself.  https://t.co/hFRSaq711F,neutral
"RT @SilverAdie: #September11 #NeverForget Within 48 hours of the towers falling, Hillary introduced a bill, signed into law, helping 1st re…",neutral
RT @mitchellvii: 61% Say It’s Time for Hillary Clinton To Retire - Rasmussen Reports™ https://t.co/Sij9CU9u8r,neutral
"RT @Hoosiers1986: #WhatHappened to JUSTICE @TheJusticeDept? @HillaryClinton &amp; Lois Lerner face no consequences for their actions?
https://t…",neutral
"RT @CB618444: ""We will never know why #HRC lost the election"" ⁉️ Look in the mirror Whoopie Pie 👀!  WE voted AGAINST u &amp; the spew.
https://…",neutral
RT @AnneRiceAuthor: Are there any warm bodies left in the online Amazon bookstore who can attempt to edit out the hate screens against Hill…,neutral
"RT @loisbeckett: The line to buy Hillary Clinton's book this morning stretched around an entire New York City block, and maybe then some. h…",neutral
RT @SharonM44754993: @Thomas1774Paine Hillary's uranium mule should be behind bars. https://t.co/pRJEyRb6og,neutral
"RT @BreitbartNews: Attacking women for voting their conscience is internalized misogyny, is it not? https://t.co/AwFGNu8uSp",neutral
"RT @johnpavlovitz: ""You had the experience, temperament &amp; maturity to lead us well. That should have been enough"" https://t.co/48NTMTwdvp",neutral
"RT @IWillRedPillYou: Maryland Judge Demands Bar Investigation into Hillary Clinton Aides who helped Destroy Emails
#RedPill
#Goldwater
http…",neutral
RT @PrisonPlanet: Hillary Confronted During Book Signing: “What Happened to Seth Rich?” - https://t.co/rpcFl4AOQE https://t.co/vpkbopAEAG,neutral
"RT @body_of_work__: Oh, you like Hillary Clinton?

Name 5 of her deleted emails.",neutral
RT @marcushjohnson: Hillary in 2013 had far higher support numbers than Bernie does now. People forget so fast how easily someone can be de…,neutral
RT @marcushjohnson: Weird how Hillary's book sales are through the roof &amp; her tour is sold out when everyone is supposed to hate her 🤔🤔🤔,negative
‘The View’ Claims We’ll NEVER Know Why Hillary Lost the Election  https://t.co/JbsssiFtKZ,neutral
RT @KellyannePolls: Today: the 16th anniversary of 9-11; the nation is helping Harvey &amp; Irma hurricane survivors &amp; Hillary is talking about…,neutral
"RT @seanspicer: And ""if"" I won the lottery I'd be rich: Hillary: ‘If I Had Won, I Would Have Been Seen As A Genius’ https://t.co/4cLD34I380…",neutral
"What happened at the book signing. LOL.
HC Confronted @Book Signing ""What Happened to Your 33,000 Emails?"" (VIDEO) https://t.co/vQpnCZUIUc",positive
"RT @middleageriot: Hillary Clinton does not have to ""go away"" until the guy who got fewer votes does.",neutral
"RT @Cernovich: ""When are you going to divorce your husband for texting an underage girl,"" @LauraLoomer asks Huma at Hillary book signing. h…",neutral
"RT @HawaiiDelilah: Saw this recently:""Bernie was held to normal standards during the campaign, Hillary- to impossible standards, Trump- to…",neutral
"@jaketapper Hey @CNN, welcome to the party. Wondered if you were ever going to cover this ardent Hillary supporter… https://t.co/gaP4HnrOiI",positive
"RT @AnneRiceAuthor: I love  Hillary.  It took 3 men running against her - Putin, Sanders  &amp; Trump -  to take her down.",neutral
"Hillary spent 9/11 anniversary &amp;apos;talking about Hillary,&amp;apos; Kellyanne Conway tweets -  Conway said Clinton ... https://t.co/KEI3A4iVYJ",neutral
"RT @JudgeJeanine: Hillary is a self serving, cold, calculated and unfeeling person - UNLESS shes talking about herself.
https://t.co/wKUCge…",negative
RT @TwitchyTeam: ‘Holy sh*t’! It’s official: Hillary Clinton is out of her ever-loving mind https://t.co/OHNBMDri5L,neutral
"RT @Brasilmagic: Hillary Clinton Opens Up About ‘What Happened,’ With Candor, Defiance and Dark Humor https://t.co/tJYe7Igy9N",neutral
"RT @10_gop: This is priceless!! Laura Loomer sneaks into Hillary book signing, asks her about  Seth Rich, emails and Haiti money! https://t…",positive
RT @washingtonpost: Opinion: Hillary Clinton’s new book blasts Republicans and Russia. She’s 100 percent right. https://t.co/tCTk3K6eop,neutral
RT @AlecMacGillis: Can't overstate how many of the swing-state voters I spoke with who had the wildest anti-Hillary notions relied on Faceb…,neutral
"RT @HITEXECUTIVE: You know who cares what Hillary Clinton has to say?

The girl that will become the first female President of the United S…",neutral
"RT @10_gop: This is priceless!! Laura Loomer sneaks into Hillary book signing, asks her about  Seth Rich, emails and Haiti money! https://t…",positive
"RT @LauraLoomer: Laura asks Hillary Clinton, ""What Happened""? https://t.co/hqo9SRJa8b",neutral
"RT @RyanAFournier: ""I happen to believe in the rule of law"" - Hillary Clinton 

Probably the most ironic statement of the 21st century. #Wh…",neutral
RT @PrisonPlanet: Hillary Confronted During Book Signing: “What Happened to Seth Rich?” - https://t.co/rpcFl4AOQE https://t.co/vpkbopAEAG,neutral
"RT @ChristiChat: @steph93065 LOL! Hillary is white, do you think she's aware of this fact?",neutral
RT @PoliticalShort: It also took 10 lawyers and 27 interns to compose this tweet by Hillary https://t.co/wG0r64yBai,neutral
"RT @JudicialWatch: Reminder: JW revealed info from Obama StateDept showing HillaryClinton connection to false #Benghazi talking points.
htt…",neutral
@FoxNews @PressSec @POTUS @HillaryClinton he lives in the real world not the imaginary world that hillary lives in.,neutral
LOSER Disgraced Pollster Nate Silver Turns On Hillary -- Thrashes Her 2016 Campaign https://t.co/E86xDoQP4a,neutral
@RealJamesWoods Looking for absolution from Hillary!??? 😂😂😂😂,neutral
"RT @LauraLoomer: Laura asks Hillary Clinton, ""What Happened""? https://t.co/hqo9SRJa8b",neutral
"RT @ABCPolitics: .@PressSec: ""It's sad"" Hillary Clinton will spend ""last chapter of her public life...propping up book sales with false and…",neutral
"RT @HillaryWarnedUs: Giuliani lied and said Hillary was not there, only stopping when shown the pictures. 

This is what she faced every da…",neutral
"RT @FoxNews: .@Judgenap: Hillary Clinton should be prosecuted, there’s ample evidence of her guilt (Via @FoxBusiness) https://t.co/q6wm7LXX…",neutral
RT @ProudResister: I want to live in a Country that praises Hillary for writing a book and condemns Trump for dismissing sexual assault as…,neutral
RT @politico: Hillary gets hero's welcome in Manhattan https://t.co/s9jDFmy7Yj https://t.co/8ogiFQvvbv,positive
"RT @JudgeJeanine: Hillary is a self serving, cold, calculated and unfeeling person - UNLESS shes talking about herself.
https://t.co/wKUCge…",negative
RT @RealJamesWoods: No. Leave her out there with a pitcher of vodka martinis and let her do her magic for @Republicans. She's a gift!  http…,positive
"RT @carrieksada: Today while Hillary is out trying to sell 
'What Happened' we'll honor the memory 
Of the fallen of #Benghazi 💔
#TuesdayTh…",neutral
"Hillary Clinton Confronted At Book Signing Over Awan ""Spy Ring"" in Congress (VIDEO) https://t.co/bFlCie8rdv",neutral
RT @HoneyDemForce: Reading Hillary's book?  Don't forget to share your 5-star review with Amazon. 😀 https://t.co/521f6INmjA,neutral
Troll warning: still sad over Hillary losing https://t.co/5T4nfaXK1y,neutral
"RT @nataliesurely: uhh what if the people who want Hillary to ""shut up and go away"" are trying to silence the ruling class, not ""women's vo…",neutral
RT @Cernovich: Laura Loomer is at Hillary Clinton book signing. This might get interesting.  https://t.co/Yryzq0iHo9,neutral
"RT @SarahLerner: Defiant Hillary Clinton Still Releasing Book Tuesday, Even Though At Least 10 Men Think She Shouldn’t https://t.co/FIv4uOg…",neutral
RT @keithboykin: Hillary Clinton bought a home for Secret Service while Trump charges them $2.4M to rent office space in Trump Tower. https…,neutral
"RT @DrJaneRuby: @LauraLoomer your DC @magameetups friends will be toasting you tonight!

Laura asks Hillary WHAT HAPPENED
https://t.co/pNAD…",neutral
"RT @MAGANIFICENT: RT for @TheJusticeDept 

We the People DEMAND a proper investigation of Hillary Clinton and the Clinton Foundation.

#Not…",neutral
RT @DineshDSouza: I think WHAT HAPPENED Hillary is that America woke up to THE BIG LIE you &amp; the Democrats are peddling,neutral
"RT @CBSNews: Sanders: ""Last chapter of [Hillary Clinton's] public life is going to be defined by propping up book sales with false &amp; reckle…",neutral
"Hillary Clinton's book ""What Happened"" and Donald Trump https://t.co/tzCrimSsT5",neutral
"RT @s_kilinchoca: 4- Sonra ABD'de Hillary'i destekleyip gücü elinde tutmak isteyen ve Çin'de büyük yatırım yapan küresel sermaye,",neutral
"RT @HITEXECUTIVE: You know who cares what Hillary Clinton has to say?

The girl that will become the first female President of the United S…",neutral
RT @Cookiemuffen: Sarah Sanders on Hillary Clinton's book tour: 'It's sad' https://t.co/OiitcuRMRZ via @dcexaminer,neutral
"RT @molratty: Ummm, this is nuts https://t.co/UBQqZ7BTXl",neutral
RT @allahpundit: Great Hillary quote or the greatest Hillary quote? https://t.co/RQ2SSucHBT,positive
"Im nächsten US-Wahlkampf wird sicher das #BGE thematisiert. #Clinton betreut heute, es nicht genutzt zu haben. https://t.co/JcIdSzVNKl",neutral
RT @MikePenceVP: Hurricane Irma was Hillary's only chance for her books to fly off the shelves.,neutral
"Hillary, Please Don't Go!: https://t.co/3i52FFU0HO via @YouTube",neutral
"RT @THETRUMPBUREAU: 💥From @10_gop
Priceless!! @LauraLoomer sneaks into Hillary book signing, asks her about #SethRich, emails &amp; Haiti $$ ht…",positive
"RT @synikol6: Hillary was ""on the ground"" showing genuine concern. Trump was bragging about how his building was now the tallest. https://t…",neutral
RT @Independent: New Yorkers turn out for Hillary Clinton's book tour: 'I haven’t given up on her' https://t.co/wJB8dIRXBK,neutral
"@YoungSocDems @Mikaila029 @bstaub32 @CandiceAiston nuclear weapons, and the potential for nuclear war, it is actual… https://t.co/o5F6jGRDbc",neutral
"RT @ezraklein: I talked with Hillary Clinton about UBI, theories of political change, single payer, white resentment... Video here: https:/…",neutral
@brotherbeat How is that my fault or Hillary's fault? The GOP Congress won't even raise the minimum. Obama did. It… https://t.co/TZ9FZ7UJtW,neutral
"RT @AnneRiceAuthor: I love  Hillary.  It took 3 men running against her - Putin, Sanders  &amp; Trump -  to take her down.",neutral
RT @voxdotcom: Hillary Clinton on the authoritarian threat to American politics: https://t.co/s7vJSv6gUV,neutral
"RT @pausetheprocess: Hillary Clinton is deeply ungracious and falsifying history. Sanders endorsed &amp; campaigned for Clinton, doing over 37…",neutral
Hillary Clinton Confronted At Book Signing Over Awan “Spy Ring” in Congress (VIDEO) https://t.co/z1Itb2CLTj,neutral
"RT @mitchellvii: Watching Hillary publicly melt down in her new book tour, is there anyone not breathing a sigh of relief this crazy person…",neutral
RT @RealJamesWoods: No. Leave her out there with a pitcher of vodka martinis and let her do her magic for @Republicans. She's a gift!  http…,positive
RT @DineshDSouza: I think WHAT HAPPENED Hillary is that America woke up to THE BIG LIE you &amp; the Democrats are peddling,neutral
‘Hillary Should be Prosecuted Over Destroyed Evidence’: Judge Napolitano https://t.co/BQs86wk7d7 via @realalexjones  We need courage in DOJ,neutral
"RT @RexTilllerson: #TedCruzScandal
Ted Cruz hits the LIKE button 1 time &amp; it's a scandal.

Hillary Clinton hits the DELETE button 33,000 ti…",neutral
"@RealJamesWoods Hillary ""We all have to live with the consequences of our decisions"" then why aren't you and your cohorts in jail?",neutral
"RT @RealJamesWoods: ""I happen to believe in the rule of law"" - Hillary Rodham Clinton. Honestly can she tee it any higher? https://t.co/Usj…",neutral
RT @voxdotcom: Hillary Clinton on the authoritarian threat to American politics: https://t.co/s7vJSv6gUV,neutral
"RT @HillaryWarnedUs: Giuliani lied and said Hillary was not there, only stopping when shown the pictures. 

This is what she faced every da…",neutral
"RT @comermd: Hillary Clinton buys pizza for 7 Hungry Lesbians-Life Changing!
#TuesdayMotivation 
#BookBombs  https://t.co/4CK6BSJTMM",neutral
"RT @GemMar333: #HillaryClinton Give It Up Girl! You Lost Because YOU Are A Crook, A Liar, A Fraud ~ It Wasn't RUSSIA 
#WhatHappened
https:/…",neutral
RT @DineshDSouza: I think WHAT HAPPENED Hillary is that America woke up to THE BIG LIE you &amp; the Democrats are peddling,neutral
RT @FilmLadd: Hard-hitting politics from Hillary https://t.co/5i8FpYFC1x,neutral
RT @bhabrock12: Hillary says Trump had a media advantage. Who is she kidding ? She had entire MSM supporting her throughout..crazy https://…,neutral
RT @Thomas1774Paine: Releasing her book anywhere near Sept. 11th Benghazi anniversary proves how insensitive and cruel Hillary Clinton is.…,neutral
"RT @loisbeckett: Quite an epigraph in Hillary Clinton's new book, ""What Happened."" https://t.co/C7CVtCLeVl",neutral
@MasonAndIreland What was so flawed about Hillary Clinton? And 45 won bc the Russian's influence the votes...Gerrymandering! Rigged election,neutral
RT @PoliticalShort: It also took 10 lawyers and 27 interns to compose this tweet by Hillary https://t.co/wG0r64yBai,neutral
"Defiant Hillary Clinton Still Releasing Book Tuesday, Even Though At Least 10 Men Think She Shouldn’t https://t.co/LVmXWQowxt via @Wonkette",neutral
"RT @HITEXECUTIVE: You know who cares what Hillary Clinton has to say?

The girl that will become the first female President of the United S…",neutral
